"id_alumno","sexo","rama","nota_acceso","renta_familiar","creditos_matriculados","edad","beca","creditos_superados","continua_segundo"
"A01879","Hombre","Sociales",9.87548500387892,35205,54,26,0,41,0
"A01880","Hombre","Humanidades",11.0989589484518,15625,60,23,1,60,1
"A01881","Hombre","Salud",8.78308198985873,19739,66,24,1,53,1
"A01882","Mujer","Salud",9.72343917893172,37110,60,22,1,58,1
"A01883","Hombre","Salud",8.93289669390846,32082,60,18,1,60,1
"A01884","Mujer","Humanidades",9.98799819428118,46003,60,25,1,59,0
"A01885","Mujer","Ciencias",9.43258588969995,46597,48,19,1,48,1
"A01886","Mujer","Ciencias",9.44256656862153,45632,60,18,1,54,1
"A01887","Mujer","Ciencias",7.38834884901358,20395,60,21,1,60,0
"A01888","Mujer","Sociales",9.43356990794812,15444,60,19,1,60,1
"A01889","Hombre","Sociales",9.85214358024342,24614,60,18,1,55,0
"A01890","Mujer","Sociales",5.85059187191053,26954,60,18,1,55,0
"A01891","Mujer","Sociales",7.74100925173821,26181,60,18,1,53,1
"A01892","Mujer","Sociales",9.86775771789053,11061,60,27,0,60,0
"A01893","Mujer","Ciencias",8.79740991370388,25465,60,18,1,52,1
"A01894","Mujer","Salud",7.58952476378219,22713,66,18,1,42,1
"A01895","Mujer","Humanidades",7.02548778615264,12934,72,18,1,54,0
"A01896","Mujer","Sociales",5.49015700289874,45539,60,18,1,43,0
"A01897","Hombre","Salud",9.55951667727769,25820,48,19,1,48,1
"A01898","Hombre","Ingenieria",9.67851043501162,13207,60,18,1,60,0
"A01899","Hombre","Humanidades",11.1029980102607,17628,66,23,1,66,0
"A01900","Hombre","Ingenieria",7.31214254024662,25738,60,30,1,60,1
"A01901","Hombre","Ingenieria",10.7358787062344,37838,66,18,1,62,1
"A01902","Hombre","Humanidades",5.37484298709398,34312,60,22,1,47,1
"A01903","Hombre","Ingenieria",9.00842690601691,16079,60,20,0,60,0
"A01904","Mujer","Salud",5.98623768811812,33595,60,19,0,27,0
"A01905","Mujer","Sociales",9.53801734794209,75862,60,18,0,39,0
"A01906","Hombre","Ciencias",10.3690278389373,24568,66,23,1,66,1
"A01907","Hombre","Sociales",9.17552169463186,70318,72,23,0,66,0
"A01908","Mujer","Humanidades",10.5900637485053,43290,66,18,0,56,1
"A01909","Hombre","Ingenieria",6.97313474762346,33381,60,24,0,38,0
"A01910","Hombre","Salud",8.69297415656895,70486,60,18,1,60,0
"A01911","Hombre","Salud",6.85269028726061,19127,60,23,1,48,1
"A01912","Hombre","Salud",11.4903777788705,29831,54,19,1,54,1
"A01913","Hombre","Humanidades",8.34383719858227,9230,54,29,1,49,1
"A01914","Mujer","Ciencias",8.9319621822561,48266,72,19,1,56,1
"A01915","Hombre","Ciencias",10.4159720414178,27775,60,19,1,60,1
"A01916","Mujer","Ciencias",9.52122166081288,31963,72,18,1,50,1
"A01917","Hombre","Salud",9.83651073296519,66027,60,18,0,58,0
"A01918","Hombre","Ingenieria",9.9643347764814,18257,66,23,1,63,1
"A01919","Hombre","Salud",7.67811675994517,24254,60,20,0,39,0
"A01920","Hombre","Ciencias",7.11218621902461,30992,54,23,0,40,0
"A01921","Mujer","Sociales",9.28177567440466,20139,60,20,1,50,1
"A01922","Hombre","Ciencias",9.83833194468584,27305,60,19,1,60,1
"A01923","Hombre","Humanidades",7.97562606382156,33445,66,19,1,64,1
"A01924","Hombre","Humanidades",7.5837383578621,40692,60,18,1,60,0
"A01925","Hombre","Ingenieria",8.22796693772865,8958,60,18,1,60,1
"A01926","Hombre","Sociales",8.67490712925161,16825,60,18,1,60,0
"A01927","Mujer","Sociales",9.61541154862034,11641,60,18,1,60,0
"A01928","Hombre","Salud",10.7820569779177,29024,60,18,1,60,1
"A01929","Mujer","Ciencias",7.76067826674989,31963,60,22,1,51,0
"A01930","Mujer","Ingenieria",8.77651287402459,55552,60,19,1,60,1
"A01931","Hombre","Salud",10.24659393307,36366,60,19,1,60,0
"A01932","Hombre","Sociales",8.04683000222205,10715,48,20,1,48,1
"A01933","Hombre","Ciencias",10.3225065439727,12723,60,18,1,60,1
"A01934","Hombre","Salud",6.48024175211026,117045,54,20,0,42,0
"A01935","Hombre","Sociales",9.24923306660515,21208,60,24,1,56,0
"A01936","Hombre","Humanidades",7.24771179264994,44966,66,22,1,49,1
"A01937","Mujer","Ingenieria",9.94913544925838,49788,60,18,0,51,0
"A01938","Hombre","Salud",9.07602258069039,9618,60,18,1,39,1
"A01939","Hombre","Sociales",10.1935482016501,29665,54,20,1,54,0
"A01940","Mujer","Ciencias",8.75997991644858,16988,60,18,1,60,1
"A01941","Hombre","Salud",9.49541761737633,6306,60,19,1,60,0
"A01942","Hombre","Salud",8.53433363515407,23943,66,20,1,37,0
"A01943","Mujer","Sociales",11.1395986429964,21593,60,24,1,60,1
"A01944","Mujer","Sociales",7.65642179279153,57760,60,22,1,45,1
"A01945","Mujer","Ciencias",7.66404745357293,16018,60,18,1,36,1
"A01946","Mujer","Ingenieria",6.22638741446327,12745,54,18,1,48,0
"A01947","Hombre","Ciencias",10.2181913336057,31335,60,18,1,47,1
"A01948","Mujer","Humanidades",10.0402282826694,16266,60,24,1,60,1
"A01949","Hombre","Humanidades",7.94293782319637,88497,60,19,0,43,0
"A01950","Mujer","Ingenieria",10.4097346317088,18450,54,19,0,54,1
"A01951","Mujer","Sociales",9.53937328173689,32008,60,18,1,60,0
"A01952","Hombre","Sociales",11.6370198075007,23677,54,19,1,54,1
"A01953","Mujer","Sociales",8.63656885825034,15012,60,27,1,48,1
"A01954","Mujer","Ciencias",5.74604737776039,24693,60,18,1,59,1
"A01955","Mujer","Ingenieria",10.3654822186402,36106,60,22,1,60,1
"A01956","Mujer","Ciencias",7.71738375599756,47255,48,20,1,45,1
"A01957","Hombre","Humanidades",7.07662487406012,54254,48,19,1,48,1
"A01958","Mujer","Salud",7.69177904641766,33476,66,18,1,56,1
"A01959","Hombre","Salud",11.462824433291,25821,48,19,1,48,1
"A01960","Mujer","Ingenieria",7.45788288557809,16536,48,27,1,48,1
"A01961","Hombre","Sociales",8.90521193969909,16067,48,21,1,48,1
"A01962","Mujer","Ingenieria",6.54374136476144,12443,60,25,1,53,1
"A01963","Mujer","Ingenieria",8.50344044438656,15611,66,18,1,59,1
"A01964","Hombre","Sociales",6.81063501832113,29576,60,20,0,48,0
"A01965","Hombre","Ingenieria",7.60129654989197,12462,60,18,1,51,1
"A01966","Hombre","Ingenieria",8.4244554110458,17081,60,19,1,52,0
"A01967","Hombre","Ciencias",9.29818303968623,20156,60,18,1,60,1
"A01968","Hombre","Sociales",6.95697766467781,35760,48,18,1,35,0
"A01969","Hombre","Humanidades",8.24426047637367,12870,54,18,1,34,1
"A01970","Hombre","Sociales",9.48324078723627,32564,60,22,1,58,1
"A01971","Mujer","Salud",5.8492919415486,58649,60,19,1,39,0
"A01972","Hombre","Humanidades",7.87227084942206,33945,60,18,0,44,0
"A01973","Hombre","Humanidades",9.33183883527713,36775,66,21,1,62,1
"A01974","Mujer","Ciencias",8.2516090472166,23671,72,18,0,62,1
"A01975","Mujer","Salud",6.87859213974491,26849,60,18,1,51,0
"A01976","Hombre","Salud",7.79655624435279,30839,60,18,1,43,0
"A01977","Mujer","Salud",6.56649998773003,22211,60,19,0,40,0
"A01978","Mujer","Salud",8.74661867542597,17685,60,21,1,60,1
"A01979","Mujer","Humanidades",7.3674828759862,30599,48,19,1,48,1
"A01980","Hombre","Ingenieria",9.44355861529078,47582,66,18,1,50,1
"A01981","Mujer","Ciencias",7.12025900752607,24624,66,18,1,60,1
"A01982","Hombre","Ingenieria",9.89389552040395,29794,66,18,1,66,1
"A01983","Hombre","Salud",8.6592671443549,107234,60,27,0,40,0
"A01984","Hombre","Salud",9.60827867779066,25160,72,19,1,72,1
"A01985","Hombre","Ingenieria",9.13565208114617,39873,60,20,1,58,1
"A01986","Hombre","Sociales",10.3043987093664,38197,66,18,1,55,0
"A01987","Mujer","Ciencias",6.70488887901505,21150,60,18,1,60,1
"A01988","Mujer","Sociales",7.76386335372733,69483,72,19,0,52,1
"A01989","Mujer","Ingenieria",8.80304652603764,27773,66,21,1,58,0
"A01990","Hombre","Ciencias",9.14802477900476,33196,48,18,1,48,1
"A01991","Hombre","Ingenieria",8.87060513207808,74636,60,18,1,46,0
"A01992","Mujer","Salud",8.77492649713945,31167,60,20,1,34,0
"A01993","Hombre","Salud",8.28952548141887,50295,60,22,1,60,1
"A01994","Hombre","Salud",8.49763450540473,18986,60,18,1,60,1
"A01995","Mujer","Ciencias",9.0292807790851,18375,48,18,1,48,0
"A01996","Hombre","Sociales",6.47520918598407,40327,60,18,1,54,0
"A01997","Mujer","Sociales",7.81501791019553,12319,66,20,1,59,1
"A01998","Hombre","Sociales",10.0462192229004,37457,60,21,1,60,1
"A01999","Mujer","Sociales",9.29804652486122,17026,72,18,1,72,1
"A02000","Mujer","Salud",10.2979244247289,20266,60,18,1,60,1
"A02001","Hombre","Humanidades",7.07342238216867,23376,60,24,1,43,1
"A02002","Mujer","Ingenieria",9.29801323548753,26970,60,25,1,57,1
"A02003","Mujer","Humanidades",11.5675802479055,21733,60,18,1,58,1
"A02004","Hombre","Ingenieria",7.14925889956207,27485,60,19,0,46,0
"A02005","Hombre","Humanidades",8.778179686649,21766,60,19,1,53,1
"A02006","Mujer","Ingenieria",5,28439,60,18,0,43,0
"A02007","Mujer","Sociales",9.85451027988161,6566,60,21,1,60,1
"A02008","Hombre","Salud",8.69308682899064,57378,54,21,1,53,0
"A02009","Mujer","Sociales",11.4451335641294,27523,60,18,1,60,1
"A02010","Hombre","Sociales",7.49231721272052,32396,60,24,0,52,0
"A02011","Hombre","Salud",10.0713673863971,20501,60,19,1,60,1
"A02012","Mujer","Ingenieria",9.0825248438736,28416,72,19,1,57,0
"A02013","Mujer","Ciencias",9.46328569415921,36582,60,19,1,60,1
"A02014","Mujer","Salud",8.00951083022537,58660,60,19,0,38,0
"A02015","Mujer","Ingenieria",7.40968624466981,95772,66,20,0,37,0
"A02016","Mujer","Ingenieria",7.5520595234892,13354,60,21,1,60,0
"A02017","Mujer","Ciencias",7.66857174540753,31901,48,20,1,43,0
"A02018","Hombre","Humanidades",5.93484763575089,30580,60,20,1,35,0
"A02019","Mujer","Sociales",8.81588017468762,12475,60,23,1,47,1
"A02020","Hombre","Ciencias",10.638726654825,29559,72,21,1,70,0
"A02021","Hombre","Humanidades",8.81640740426351,55426,60,18,1,50,1
"A02022","Mujer","Ciencias",7.88975956776548,14688,60,18,1,44,1
"A02023","Hombre","Ciencias",10.642665556154,49237,60,21,0,60,1
"A02024","Mujer","Humanidades",9.74062409789655,32960,66,20,1,64,1
"A02025","Mujer","Salud",8.60339618414344,23461,72,18,1,51,1
"A02026","Mujer","Sociales",10.9531130682681,37043,60,18,1,58,1
"A02027","Hombre","Ciencias",7.52429687210571,33700,66,19,1,39,1
"A02028","Hombre","Humanidades",9.19751604115656,19306,72,18,1,67,1
"A02029","Hombre","Salud",8.91519405339734,35255,54,19,1,54,1
"A02030","Hombre","Humanidades",8.56901486694442,8060,48,18,1,48,1
"A02031","Hombre","Humanidades",7.84808952488051,18687,66,21,0,35,0
"A02032","Mujer","Ciencias",6.92296569635117,20457,60,22,0,33,1
"A02033","Mujer","Salud",7.07256885157393,21019,60,21,1,45,0
"A02034","Mujer","Ingenieria",11.6950064704207,63413,66,25,0,54,1
"A02035","Mujer","Salud",8.8676830507757,25106,60,18,1,60,0
"A02036","Hombre","Sociales",6.92511329334125,21548,60,22,1,60,0
"A02037","Mujer","Sociales",10.0526585557843,22090,48,26,1,47,1
"A02038","Hombre","Ingenieria",11.2688925062594,39917,66,18,1,61,1
"A02039","Hombre","Salud",8.14386420940968,30702,60,18,1,52,1
"A02040","Hombre","Ciencias",9.24017605099321,30985,60,18,1,60,0
"A02041","Hombre","Salud",9.04889037521476,33802,60,18,1,60,1
"A02042","Mujer","Sociales",10.674132921575,15615,60,21,1,60,1
"A02043","Hombre","Salud",7.46135996499002,95857,60,26,0,43,0
"A02044","Mujer","Humanidades",9.76229135903744,8939,60,18,0,43,1
"A02045","Mujer","Ciencias",5,17167,60,19,1,33,0
"A02046","Hombre","Humanidades",8.27215375049311,26873,60,20,1,49,0
"A02047","Hombre","Ciencias",7.94080202126919,43784,60,24,0,46,1
"A02048","Mujer","Ingenieria",7.62223051323566,36909,54,21,1,54,0
"A02049","Hombre","Ciencias",8.67886141636207,15693,48,18,0,48,1
"A02050","Mujer","Humanidades",7.64470406505954,26231,60,18,1,48,0
"A02051","Mujer","Humanidades",7.90462709724503,16733,60,18,1,51,1
"A02052","Mujer","Sociales",6.62635069321548,27311,60,19,1,44,0
"A02053","Mujer","Ingenieria",9.51509010169432,45260,60,21,0,50,0
"A02054","Mujer","Humanidades",5.66743697604304,36322,60,18,1,46,1
"A02055","Mujer","Sociales",8.51097539287115,20921,60,24,1,60,0
"A02056","Mujer","Ciencias",8.98870145350618,10438,60,18,1,60,1
"A02057","Mujer","Salud",9.21589440116259,12248,60,18,1,52,0
"A02058","Hombre","Sociales",7.12093406892881,10886,66,19,1,55,1
"A02059","Mujer","Salud",9.03895462767772,26431,60,21,1,60,1
"A02060","Mujer","Humanidades",6.71699874823253,54387,60,19,1,51,1
"A02061","Hombre","Sociales",5.72633786923677,35343,60,19,1,48,1
"A02062","Hombre","Ciencias",9.32183895328256,16974,60,22,1,60,0
"A02063","Hombre","Ciencias",6.83475099488829,30603,60,27,0,36,0
"A02064","Mujer","Ingenieria",9.66463441277952,9906,60,20,1,54,1
"A02065","Hombre","Salud",11.4435647659589,41708,60,21,1,60,1
"A02066","Mujer","Ingenieria",10.5972917719128,19065,60,18,1,60,0
"A02067","Hombre","Ciencias",7.045776197543,23391,60,20,0,31,1
"A02068","Mujer","Ingenieria",8.01501773754878,27203,72,18,1,72,1
"A02069","Mujer","Ciencias",8.63854293555417,22019,66,18,1,50,1
"A02070","Mujer","Ingenieria",9.39883387158699,32835,66,19,1,60,0
"A02071","Hombre","Humanidades",10.0135779965728,16899,60,20,1,51,1
"A02072","Mujer","Ciencias",10.1454821050535,38894,60,24,1,60,0
"A02073","Hombre","Ingenieria",9.47453585484444,32430,60,25,1,46,1
"A02074","Mujer","Sociales",7.09545714803645,21089,54,18,0,43,1
"A02075","Hombre","Ciencias",9.05945305931299,24982,60,27,1,60,0
"A02076","Hombre","Salud",8.33379741844143,14566,60,18,1,56,0
"A02077","Mujer","Salud",9.34631069439953,12409,66,29,1,57,1
"A02078","Hombre","Sociales",6.1212063687013,21883,66,19,1,37,1
"A02079","Hombre","Humanidades",8.2554442261516,21604,48,18,1,48,0
"A02080","Hombre","Salud",8.9371567666069,10175,60,23,0,43,1
"A02081","Hombre","Ciencias",11.2571416926245,45032,60,23,1,57,1
"A02082","Hombre","Ingenieria",11.3343384701382,25649,60,19,1,60,1
"A02083","Hombre","Humanidades",9.09721129185126,14397,60,22,1,53,1
"A02084","Hombre","Ingenieria",11.3802536485843,28344,54,19,1,54,1
"A02085","Hombre","Humanidades",8.65815701637265,50053,60,22,1,47,0
"A02086","Hombre","Ingenieria",7.75041083604967,43637,60,21,0,54,0
"A02087","Hombre","Salud",9.80989980168479,21464,60,18,1,60,0
"A02088","Mujer","Ingenieria",10.0278939612971,30732,60,21,1,60,0
"A02089","Mujer","Ciencias",10.0354915901547,72522,60,18,1,60,1
"A02090","Hombre","Ingenieria",8.06340902442534,32455,54,19,1,46,1
"A02091","Mujer","Ingenieria",8.12121020336287,5396,60,26,1,47,1
"A02092","Hombre","Ciencias",5,26058,60,26,1,34,0
"A02093","Mujer","Ciencias",7.21562536949419,23870,60,21,1,43,1
"A02094","Hombre","Sociales",7.43775848812037,91353,54,19,0,45,0
"A02095","Hombre","Ingenieria",11.6107664475959,22133,48,21,1,48,1
"A02096","Hombre","Ciencias",8.47862273576467,26072,60,26,0,59,1
"A02097","Mujer","Sociales",8.92602056270172,57617,60,25,1,60,1
"A02098","Mujer","Ingenieria",9.8315013671781,21565,60,18,1,60,0
"A02099","Hombre","Salud",9.25546161467307,22595,54,20,1,54,0
"A02100","Mujer","Ciencias",7.31120391409995,22363,60,19,1,47,0
"A02101","Hombre","Ingenieria",8.92134812471502,19514,54,27,1,54,1
"A02102","Hombre","Sociales",9.00440774025894,67698,60,22,1,46,1
"A02103","Hombre","Ingenieria",6.86945882269643,29920,60,18,1,45,1
"A02104","Hombre","Humanidades",10.2123342868796,49545,60,18,1,60,1
"A02105","Hombre","Ingenieria",8.59037800563308,14947,60,24,1,60,1
"A02106","Hombre","Sociales",7.35915101834545,45224,66,20,1,45,0
"A02107","Mujer","Humanidades",7.18988224921515,66409,60,23,0,36,1
"A02108","Hombre","Ciencias",7.70611884758088,15874,60,22,1,60,0
"A02109","Hombre","Humanidades",6.06656535046819,23924,66,18,1,48,1
"A02110","Hombre","Humanidades",8.36846653576711,63258,54,19,0,54,1
"A02111","Hombre","Sociales",7.2405785346415,46892,60,18,1,41,0
"A02112","Hombre","Ingenieria",8.89139715262739,16698,60,22,1,58,0
"A02113","Mujer","Ciencias",11.2089853789091,19541,60,18,1,60,1
"A02114","Mujer","Ingenieria",9.30878369773852,67854,66,18,1,66,1
"A02115","Mujer","Ciencias",10.2214020711768,22374,66,18,1,66,1
"A02116","Hombre","Ciencias",8.59128836085843,17527,60,19,1,55,1
"A02117","Mujer","Salud",10.578481317354,48509,72,18,1,72,0
"A02118","Hombre","Sociales",8.25427887101956,21010,60,22,1,50,1
"A02119","Mujer","Salud",9.0109914452418,49804,60,18,1,60,1
"A02120","Mujer","Ciencias",9.61933738478066,38478,60,19,0,54,0
"A02121","Mujer","Salud",5.30392852140398,30056,60,19,1,54,0
"A02122","Mujer","Salud",8.95234180972257,6492,60,18,1,56,1
"A02123","Mujer","Sociales",9.75311099457936,26502,60,20,1,60,1
"A02124","Hombre","Ciencias",6.75929482041299,47981,66,18,0,49,0
"A02125","Mujer","Salud",10.5443469077327,13614,54,25,1,54,1
"A02126","Mujer","Sociales",6.81899142276994,33093,60,26,0,49,0
"A02127","Hombre","Salud",5.78427278346011,22249,60,21,1,46,1
"A02128","Mujer","Sociales",7.7254268296182,45907,60,24,0,35,1
"A02129","Mujer","Ingenieria",8.40253416122901,20062,60,19,1,60,0
"A02130","Hombre","Salud",5,39462,60,18,0,43,0
"A02131","Hombre","Ingenieria",9.09155386921379,17306,60,20,1,57,0
"A02132","Mujer","Sociales",7.65910020170788,61417,60,19,0,60,1
"A02133","Mujer","Humanidades",8.58796768897655,41861,60,24,1,35,0
"A02134","Mujer","Sociales",6.49485473487957,12126,48,18,1,48,0
"A02135","Hombre","Ingenieria",8.04584431332808,23375,66,23,1,44,1
"A02136","Hombre","Ciencias",10.1429289746448,32286,60,19,1,53,1
"A02137","Hombre","Humanidades",9.50726850807579,29452,60,25,1,60,1
"A02138","Mujer","Salud",10.8387125335944,20631,60,19,1,59,1
"A02139","Mujer","Sociales",6.18378284361718,15000,60,25,1,40,0
"A02140","Hombre","Humanidades",14,19107,48,19,1,48,1
"A02141","Hombre","Humanidades",10.3537217256883,25203,48,20,1,42,1
"A02142","Hombre","Ciencias",6.27646306774328,18350,60,18,0,50,0
"A02143","Mujer","Salud",9.52334236975932,20540,60,18,1,57,1
"A02144","Mujer","Humanidades",7.08332594886341,37330,72,20,1,52,0
"A02145","Mujer","Ciencias",8.13018648391262,12254,54,18,1,54,1
"A02146","Hombre","Salud",10.5988996954369,25653,66,20,1,62,1
"A02147","Hombre","Humanidades",9.18961327633821,43984,54,19,1,54,1
"A02148","Mujer","Salud",7.03574123961327,36285,60,27,1,42,0
"A02149","Mujer","Salud",11.4162708173045,15755,72,18,1,59,1
"A02150","Mujer","Humanidades",7.39310352658181,16871,54,18,1,48,0
"A02151","Mujer","Ingenieria",11.0102969892983,40064,60,18,1,60,1
"A02152","Hombre","Ingenieria",12.2327971654481,47125,66,21,1,66,1
"A02153","Hombre","Ingenieria",5.79491219878861,39241,60,23,0,60,0
"A02154","Mujer","Sociales",7.58126410646978,26696,60,19,1,40,1
"A02155","Mujer","Ciencias",8.30078636057397,56492,72,18,1,63,1
"A02156","Hombre","Humanidades",8.89240496291214,24391,66,18,1,63,1
"A02157","Mujer","Salud",10.1022663948934,22990,66,19,0,51,0
"A02158","Mujer","Humanidades",9.40983461043479,36781,66,18,1,66,1
"A02159","Hombre","Salud",8.63491826057533,50559,60,18,1,49,1
"A02160","Mujer","Sociales",8.07603912536429,28429,54,19,0,46,1
"A02161","Hombre","Ingenieria",10.3823305634687,19069,60,18,1,43,1
"A02162","Hombre","Ciencias",9.03826308808528,12653,60,19,1,50,1
"A02163","Hombre","Humanidades",10.9729639131989,21221,54,20,1,54,0
"A02164","Mujer","Ingenieria",10.862372285644,38563,60,21,1,60,1
"A02165","Hombre","Sociales",9.56424275029905,50202,54,23,1,54,0
"A02166","Hombre","Ingenieria",9.71093742926847,9326,60,18,1,60,1
"A02167","Hombre","Ingenieria",8.96047669399975,21868,60,18,1,51,1
"A02168","Hombre","Salud",6.84530965460434,25517,54,19,0,39,0
"A02169","Hombre","Salud",12.2371739449285,21766,60,18,1,60,1
"A02170","Hombre","Salud",7.94806576435157,40856,60,19,1,47,0
"A02171","Mujer","Humanidades",10.7453610188193,32856,60,18,1,60,0
"A02172","Mujer","Humanidades",9.76651644438726,5831,60,19,1,56,1
"A02173","Hombre","Salud",10.1587330999968,16780,60,18,1,60,1
"A02174","Hombre","Salud",10.1646542504429,33778,66,21,1,50,0
"A02175","Hombre","Sociales",11.6645363018731,25742,60,19,1,60,0
"A02176","Mujer","Sociales",9.08757828678866,30310,60,29,1,36,0
"A02177","Hombre","Humanidades",6.82352830428414,15320,54,23,1,53,0
"A02178","Mujer","Ciencias",8.40995838474084,29385,60,19,1,38,0
"A02179","Mujer","Sociales",8.03634444863916,22066,66,22,1,45,0
"A02180","Hombre","Ciencias",6.1235837531081,18601,60,20,1,43,0
"A02181","Hombre","Sociales",11.461162386368,35870,60,19,1,60,1
"A02182","Mujer","Sociales",8.49313160271745,24656,66,22,1,34,0
"A02183","Mujer","Ingenieria",12.1482444823189,44166,60,19,1,60,0
"A02184","Mujer","Humanidades",10.5541991007776,22689,60,20,1,60,1
"A02185","Hombre","Ingenieria",8.82275761340852,23954,72,19,1,51,0
"A02186","Hombre","Humanidades",5.1360153526509,46258,60,19,0,24,0
"A02187","Hombre","Salud",10.7486202763736,49004,66,19,0,61,0
"A02188","Mujer","Salud",8.35851521569187,22389,60,21,1,60,1
"A02189","Mujer","Humanidades",8.79395609064664,73826,66,19,0,52,0
"A02190","Mujer","Ingenieria",11.0072597426886,32246,60,21,1,60,1
"A02191","Mujer","Humanidades",7.17260148144094,26705,60,22,1,53,0
"A02192","Mujer","Salud",9.87231399959639,30737,60,18,1,60,1
"A02193","Mujer","Ingenieria",13.2477597590717,43849,72,19,1,63,1
"A02194","Mujer","Humanidades",10.1614783670184,34231,48,23,1,45,1
"A02195","Mujer","Salud",9.08612907311174,29596,60,18,1,49,0
"A02196","Mujer","Sociales",10.5154190636735,57870,60,19,0,60,0
"A02197","Hombre","Ciencias",8.11978979129464,46573,72,20,0,27,0
"A02198","Mujer","Humanidades",7.90138888815017,22913,60,18,1,60,0
"A02199","Mujer","Humanidades",10.37761633029,39541,60,23,1,60,1
"A02200","Mujer","Salud",8.7496151531073,32846,60,19,1,53,0
"A02201","Mujer","Ciencias",8.16066834439927,98853,54,28,0,40,1
"A02202","Mujer","Ciencias",10.939732744147,15232,60,22,1,60,0
"A02203","Mujer","Sociales",8.09246592570562,18664,60,18,1,60,1
"A02204","Mujer","Humanidades",6.84510134367555,20784,60,20,0,40,0
"A02205","Hombre","Salud",7.73273018172164,9596,60,19,1,45,1
"A02206","Hombre","Ingenieria",5.51207079770041,21368,66,23,1,44,0
"A02207","Hombre","Ingenieria",10.1613171085319,23337,60,19,1,60,1
"A02208","Mujer","Salud",7.01230897457176,37081,60,23,1,34,0
"A02209","Hombre","Sociales",9.15930272881916,29039,60,25,1,60,1
"A02210","Mujer","Sociales",8.27134061551267,38842,60,21,0,51,0
"A02211","Mujer","Salud",10.4553504663429,53099,60,19,1,53,0
"A02212","Hombre","Ingenieria",10.3313995172146,24261,60,18,1,60,1
"A02213","Mujer","Sociales",7.65882025628318,23587,60,18,1,52,0
"A02214","Hombre","Humanidades",9.8644560128032,19120,66,20,1,66,1
"A02215","Hombre","Sociales",9.48854127210968,18380,60,18,1,60,1
"A02216","Mujer","Ciencias",7.06407030522267,26718,60,19,1,47,1
"A02217","Hombre","Ciencias",11.772647902572,15099,60,20,1,60,1
"A02218","Mujer","Sociales",5.74007358575158,33132,66,19,0,32,0
"A02219","Mujer","Humanidades",7.26574514554023,29860,72,18,1,68,1
"A02220","Mujer","Sociales",9.15815974256396,56066,60,21,1,45,1
"A02221","Hombre","Salud",9.02961114479732,14282,60,18,1,56,1
"A02222","Mujer","Ciencias",7.00803535831338,16018,60,25,1,58,1
"A02223","Hombre","Ciencias",8.96050594792729,51028,66,19,1,63,1
"A02224","Hombre","Salud",7.54240739587101,47787,60,18,0,49,0
"A02225","Mujer","Salud",9.68466980286862,7788,48,23,1,48,0
"A02226","Mujer","Sociales",9.07258862623103,21990,48,19,1,48,1
"A02227","Mujer","Sociales",9.22921182353041,13661,66,18,1,66,1
"A02228","Hombre","Ingenieria",9.52834413257926,28722,60,21,0,59,0
"A02229","Hombre","Humanidades",6.23161835044428,12084,54,26,0,31,1
"A02230","Hombre","Humanidades",8.23407002150749,30539,60,20,1,55,1
"A02231","Mujer","Sociales",6.60149655456773,14939,60,18,0,26,0
"A02232","Hombre","Humanidades",6.53227575872222,23398,60,18,1,46,1
"A02233","Hombre","Ingenieria",9.44640118735883,7674,72,18,1,72,1
"A02234","Mujer","Ingenieria",5,42132,60,20,0,39,0
"A02235","Mujer","Salud",6.13771087628245,32127,66,18,0,41,0
"A02236","Mujer","Ciencias",5.91104694988775,46866,60,23,0,38,0
"A02237","Hombre","Humanidades",7.98939483551361,12218,66,20,1,66,1
"A02238","Mujer","Salud",9.78613637638573,32918,60,18,1,52,1
"A02239","Mujer","Salud",7.4441720756428,25654,48,19,1,48,0
"A02240","Mujer","Ingenieria",8.88138458159161,28280,66,18,1,51,1
"A02241","Mujer","Humanidades",9.64161670052763,44727,60,22,0,57,1
"A02242","Hombre","Sociales",9.51672978459737,42070,60,20,1,60,1
"A02243","Mujer","Ciencias",6.24522157258201,14504,66,25,1,52,1
"A02244","Mujer","Sociales",8.2886755516839,32431,72,20,0,53,1
"A02245","Mujer","Salud",7.31536090226109,67042,60,20,0,48,0
"A02246","Hombre","Ciencias",9.25381376424253,18183,60,19,1,59,1
"A02247","Mujer","Salud",6.31562750550529,9629,60,20,1,60,1
"A02248","Mujer","Humanidades",10.1360163964943,13494,60,19,1,60,1
"A02249","Hombre","Sociales",10.1183559921295,56190,60,25,0,49,1
"A02250","Mujer","Sociales",7.85420630484678,34663,66,18,1,24,0
"A02251","Mujer","Ciencias",8.23797415715638,21942,60,21,1,54,1
"A02252","Mujer","Sociales",9.29017985946161,23763,60,26,0,60,0
"A02253","Mujer","Sociales",7.33216553248283,7067,54,22,1,54,1
"A02254","Hombre","Salud",11.3668054098591,45424,60,22,1,60,1
"A02255","Mujer","Ciencias",5.11846395781144,40559,60,21,1,42,0
"A02256","Hombre","Humanidades",5.30761045798315,27083,72,22,1,44,0
"A02257","Hombre","Humanidades",7.34792680608077,16159,48,18,0,48,0
"A02258","Mujer","Salud",12.1183792105853,35557,66,22,1,66,1
"A02259","Mujer","Ciencias",8.30105676874133,27367,60,23,1,56,0
"A02260","Mujer","Ciencias",7.96458472377719,47241,60,18,1,60,1
"A02261","Hombre","Ciencias",8.62346915537824,32026,60,22,1,57,1
