id_contrato;id_trabajador;sexo;edad_inicio;nivel_educativo;ccaa;sector;tamano_empresa;provincia;contratos_previos_empresa;salario_base_mensual;jornada_parcial
11548;497552;Mujer;27;Primaria o secundaria;Andalucía;Hostelería;10-49;32;16;740,2;0
11549;932309;Hombre;24;Primaria o secundaria;Resto;Servicios no de mercado;1-9;7;14;759,5;0
11550;132188;Hombre;27;Postsecundaria;Resto;Industria y construcción;1-9;13;11;998,3;0
11551;616644;Mujer;21;Primaria o secundaria;Andalucía;Hostelería;250+;43;10;624,1;0
11552;895215;Hombre;20;FP superior;Resto;Servicios alta cualificación y comercio;250+;13;8;845,1;0
11553;292296;Hombre;23;Primaria o secundaria;C. Valenciana;Servicios no de mercado;1-9;24;15;761,3;0
11554;890381;Hombre;31;Primaria o secundaria;Resto;Hostelería;10-49;42;19;1178,4;0
11555;357066;Mujer;21;Postsecundaria;Castilla-La Mancha;Servicios no de mercado;10-49;1;8;958,5;1
11556;382785;Hombre;17;Primaria o secundaria;Resto;Servicios no de mercado;1-9;3;11;673,6;0
11557;843723;Mujer;16;Postsecundaria;Cataluña;Servicios no de mercado;10-49;22;15;656,1;0
11558;492431;Hombre;18;Primaria o secundaria;Madrid;Industria y construcción;50-249;42;10;808,0;0
11559;867397;Mujer;23;Primaria o secundaria;Andalucía;Servicios no de mercado;1-9;4;10;636,8;1
11560;583755;Hombre;26;Postsecundaria;Cataluña;Servicios alta cualificación y comercio;1-9;37;11;806,2;0
11561;570516;Hombre;20;Primaria o secundaria;Andalucía;Servicios no de mercado;10-49;27;17;740,7;0
11562;977219;Mujer;22;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;1-9;7;7;713,9;0
11563;344047;Mujer;17;Primaria o secundaria;Cataluña;NA;50-249;1;13;719,9;0
11564;545366;Hombre;24;Primaria o secundaria;Cataluña;Agricultura;1-9;49;12;834,6;0
11565;798701;Mujer;20;Primaria o secundaria;C. Valenciana;Servicios no de mercado;1-9;29;10;627,0;0
11566;739395;Mujer;26;Postsecundaria;Galicia;Agricultura;1-9;5;6;938,3;0
11567;648361;Mujer;21;Primaria o secundaria;País Vasco;Servicios alta cualificación y comercio;1-9;29;10;870,2;0
11568;667409;Hombre;23;Primaria o secundaria;Cataluña;Industria y construcción;250+;17;14;833,6;1
11569;143573;Hombre;23;Primaria o secundaria;Andalucía;Servicios no de mercado;1-9;24;6;950,2;0
11570;718006;Hombre;21;Primaria o secundaria;País Vasco;Servicios alta cualificación y comercio;10-49;8;12;720,2;0
11571;483540;Hombre;21;Primaria o secundaria;Andalucía;Hostelería;1-9;29;15;672,3;1
11572;754201;Hombre;16;Postsecundaria;Cataluña;Servicios no de mercado;10-49;50;16;887,2;0
11573;180554;Mujer;24;Primaria o secundaria;Galicia;Servicios no de mercado;1-9;23;12;752,9;1
11574;191503;Mujer;19;Primaria o secundaria;Galicia;Servicios no de mercado;10-49;18;15;714,0;0
11575;103431;Hombre;23;Primaria o secundaria;C. Valenciana;Servicios no de mercado;10-49;29;11;851,4;1
11576;775619;Mujer;16;FP superior;Castilla-La Mancha;Servicios alta cualificación y comercio;1-9;8;8;728,3;1
11577;351551;Hombre;24;FP superior;Andalucía;Servicios alta cualificación y comercio;50-249;49;15;965,7;1
11578;315834;Hombre;24;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;50-249;1;20;748,5;1
11579;643282;Hombre;28;Primaria o secundaria;Galicia;Servicios no de mercado;1-9;32;11;832,1;0
11580;737524;Hombre;22;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;38;8;1013,7;0
11581;283771;Hombre;21;Primaria o secundaria;Castilla-La Mancha;Industria y construcción;1-9;3;12;824,5;0
11582;673622;Hombre;16;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;21;14;680,8;1
11583;107757;Hombre;24;FP superior;Resto;Servicios no de mercado;10-49;14;11;913,0;0
11584;553633;Mujer;19;Primaria o secundaria;Andalucía;Industria y construcción;1-9;9;17;863,1;0
11585;406199;Hombre;35;Primaria o secundaria;Galicia;Hostelería;50-249;11;9;1230,4;1
11586;864168;Hombre;24;Primaria o secundaria;Galicia;Hostelería;10-49;38;15;918,4;0
11587;577444;Hombre;20;FP superior;Galicia;Industria y construcción;1-9;52;12;1066,9;0
11588;434457;Mujer;26;Postsecundaria;Resto;Servicios alta cualificación y comercio;10-49;5;13;883,7;0
11589;151654;Mujer;21;Primaria o secundaria;Cataluña;Agricultura;1-9;43;14;681,4;0
11590;796811;Mujer;26;Primaria o secundaria;C. Valenciana;Hostelería;50-249;29;15;849,2;0
11591;386938;Hombre;20;Primaria o secundaria;Resto;Industria y construcción;50-249;43;15;972,3;0
11592;401846;Hombre;24;Primaria o secundaria;Madrid;Servicios alta cualificación y comercio;1-9;11;14;726,8;0
11593;215122;Hombre;23;Primaria o secundaria;Cataluña;Industria y construcción;1-9;15;6;887,8;0
11594;597782;Hombre;29;Postsecundaria;Madrid;Servicios alta cualificación y comercio;1-9;6;12;1043,2;1
11595;753914;Hombre;17;Primaria o secundaria;Cataluña;Hostelería;1-9;6;7;583,1;0
11596;573080;Hombre;25;Primaria o secundaria;C. Valenciana;Hostelería;1-9;42;13;724,1;1
11597;400346;Mujer;29;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;250+;34;7;946,5;1
11598;666829;Mujer;26;Postsecundaria;Galicia;Servicios alta cualificación y comercio;10-49;22;16;842,8;0
11599;641633;Hombre;26;Primaria o secundaria;C. Valenciana;Hostelería;10-49;31;14;1022,6;0
11600;523737;Hombre;20;Primaria o secundaria;Andalucía;Hostelería;1-9;51;9;795,5;1
11601;322029;Hombre;24;Primaria o secundaria;Resto;Hostelería;1-9;9;15;769,9;1
11602;610536;Hombre;30;Primaria o secundaria;País Vasco;Servicios alta cualificación y comercio;1-9;21;12;1015,9;0
11603;774085;Mujer;25;Postsecundaria;C. Valenciana;Hostelería;1-9;34;16;696,0;0
11604;274724;Hombre;23;Primaria o secundaria;Resto;Industria y construcción;10-49;13;11;1070,4;0
11605;654916;Hombre;20;Primaria o secundaria;Andalucía;Servicios no de mercado;1-9;2;10;790,0;0
11606;590653;Mujer;22;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;26;15;746,4;0
11607;953814;Hombre;22;Primaria o secundaria;Resto;Servicios no de mercado;1-9;37;8;758,6;0
11608;460571;Mujer;20;Primaria o secundaria;Galicia;Servicios alta cualificación y comercio;10-49;3;16;637,7;1
11609;829489;Hombre;21;Primaria o secundaria;Resto;Hostelería;10-49;23;13;698,9;0
11610;924262;Mujer;19;Primaria o secundaria;C. Valenciana;Industria y construcción;1-9;46;7;686,7;1
11611;189256;Mujer;18;FP superior;Resto;Servicios alta cualificación y comercio;1-9;38;9;935,0;0
11612;100029;Hombre;17;Postsecundaria;Resto;Servicios alta cualificación y comercio;1-9;30;11;811,1;0
11613;537659;Hombre;22;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;43;13;773,4;0
11614;610411;Hombre;23;Postsecundaria;Madrid;Servicios alta cualificación y comercio;50-249;15;13;960,3;0
11615;817680;Hombre;20;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;50-249;52;11;922,5;0
11616;601842;Hombre;24;FP superior;Castilla y León;Hostelería;50-249;15;18;913,6;0
11617;308153;Hombre;16;Primaria o secundaria;Andalucía;Agricultura;10-49;47;11;845,4;1
11618;484787;Hombre;19;Postsecundaria;C. Valenciana;Servicios no de mercado;50-249;3;16;839,1;0
11619;256439;Hombre;24;Primaria o secundaria;Resto;Hostelería;1-9;7;8;972,4;0
11620;876176;Hombre;25;FP superior;Resto;Servicios no de mercado;10-49;21;12;893,7;1
11621;361443;Mujer;28;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;28;15;946,5;0
11622;554964;Hombre;26;Postsecundaria;Galicia;Servicios alta cualificación y comercio;250+;50;10;861,2;0
11623;283036;Mujer;26;Primaria o secundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;50-249;3;23;792,0;0
11624;905268;Hombre;24;Primaria o secundaria;Cataluña;Industria y construcción;250+;11;10;874,0;1
11625;619920;Hombre;16;FP superior;Madrid;Servicios alta cualificación y comercio;1-9;3;14;883,9;1
11626;701017;Mujer;17;Primaria o secundaria;Cataluña;Agricultura;1-9;27;17;503,0;0
11627;812429;Hombre;17;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;12;12;831,5;0
11628;612466;Hombre;27;Primaria o secundaria;Resto;Industria y construcción;1-9;43;10;1000,0;0
11629;629057;Hombre;31;Primaria o secundaria;Resto;Hostelería;1-9;17;12;1089,8;0
11630;500306;Mujer;19;Postsecundaria;Resto;Servicios no de mercado;1-9;12;9;675,3;1
11631;813611;Hombre;22;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;8;11;784,6;0
11632;772179;Mujer;24;Primaria o secundaria;Galicia;Servicios alta cualificación y comercio;1-9;16;10;598,9;0
11633;504142;Hombre;24;Primaria o secundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;10-49;39;10;794,0;1
11634;125356;Mujer;25;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;15;15;851,4;1
11635;715658;Hombre;25;Postsecundaria;Andalucía;Hostelería;10-49;34;14;1071,0;1
11636;779776;Mujer;25;Primaria o secundaria;Resto;Hostelería;250+;4;12;1036,0;0
11637;881059;Hombre;20;Primaria o secundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;1-9;20;14;821,9;0
11638;960010;Hombre;22;Postsecundaria;Resto;Hostelería;1-9;5;12;761,1;0
11639;221925;Mujer;24;Primaria o secundaria;País Vasco;Agricultura;1-9;21;5;1002,8;0
11640;466634;Mujer;27;Primaria o secundaria;Galicia;Servicios no de mercado;1-9;22;11;749,0;0
11641;547231;Hombre;24;Postsecundaria;Resto;Servicios alta cualificación y comercio;10-49;36;13;1049,9;0
11642;649673;Hombre;24;Primaria o secundaria;C. Valenciana;Servicios no de mercado;10-49;13;9;842,4;0
11643;976715;Mujer;31;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;10-49;49;13;1025,1;1
11644;722470;Hombre;27;Postsecundaria;Cataluña;Servicios alta cualificación y comercio;1-9;29;15;1232,6;1
11645;227742;Mujer;23;Postsecundaria;Andalucía;Servicios alta cualificación y comercio;1-9;14;6;968,7;1
11646;780365;Mujer;18;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;50-249;30;10;607,5;0
11647;736651;Mujer;23;Primaria o secundaria;Andalucía;Hostelería;1-9;14;14;634,4;1
11648;352521;Hombre;34;Primaria o secundaria;Resto;Industria y construcción;10-49;52;15;1294,0;0
11649;176172;Hombre;22;Postsecundaria;Madrid;Industria y construcción;10-49;18;15;895,0;1
11650;591300;Hombre;18;Postsecundaria;Resto;Servicios alta cualificación y comercio;10-49;5;12;631,1;0
11651;457989;Hombre;25;Primaria o secundaria;C. Valenciana;Hostelería;1-9;11;9;899,0;0
11652;333926;Mujer;23;Primaria o secundaria;Madrid;Hostelería;1-9;19;12;852,1;1
11653;770694;Mujer;23;Primaria o secundaria;Andalucía;Hostelería;1-9;43;13;657,9;0
11654;144670;Hombre;23;Primaria o secundaria;Cataluña;Industria y construcción;1-9;2;12;993,5;0
11655;703768;Mujer;20;Primaria o secundaria;Andalucía;Hostelería;50-249;37;5;906,9;1
11656;630874;Hombre;22;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;2;15;908,5;0
11657;910933;Hombre;16;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;10-49;43;14;691,7;1
11658;441928;Hombre;20;Primaria o secundaria;Resto;Hostelería;10-49;18;19;843,5;0
11659;691024;Hombre;25;Primaria o secundaria;Andalucía;Industria y construcción;10-49;8;16;988,5;0
11660;129524;Hombre;23;Primaria o secundaria;Galicia;Hostelería;50-249;7;8;690,7;0
11661;461375;Hombre;22;Postsecundaria;Resto;Industria y construcción;10-49;51;17;1068,1;0
11662;263032;Hombre;25;Primaria o secundaria;Galicia;Industria y construcción;1-9;9;8;1099,7;0
11663;685332;Hombre;17;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;52;13;828,8;0
11664;736489;Hombre;24;Postsecundaria;Madrid;Hostelería;10-49;39;9;754,2;0
11665;617085;Mujer;19;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;50-249;47;5;738,2;0
11666;815479;Mujer;17;Primaria o secundaria;Andalucía;Industria y construcción;10-49;5;9;658,4;1
11667;779637;Hombre;30;FP superior;Cataluña;Industria y construcción;1-9;27;13;1166,7;0
11668;442226;Mujer;21;Postsecundaria;Resto;Servicios no de mercado;1-9;48;9;724,5;1
11669;756873;Hombre;27;Postsecundaria;Madrid;Hostelería;1-9;28;11;902,4;0
11670;352836;Hombre;21;Primaria o secundaria;Andalucía;Hostelería;1-9;40;13;866,5;0
11671;432365;Hombre;22;FP superior;Madrid;Hostelería;1-9;44;12;1000,2;0
11672;700151;Mujer;27;Primaria o secundaria;Andalucía;Industria y construcción;10-49;16;15;1038,6;0
11673;313650;Hombre;23;Primaria o secundaria;Madrid;Hostelería;50-249;28;7;780,1;1
11674;524074;Hombre;25;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;18;18;841,7;0
11675;627021;Mujer;23;Primaria o secundaria;Galicia;Servicios alta cualificación y comercio;10-49;48;6;781,5;1
11676;328442;Mujer;25;FP superior;Madrid;Hostelería;1-9;24;8;1140,2;1
11677;899087;Mujer;20;Primaria o secundaria;Galicia;Hostelería;1-9;30;19;704,3;0
11678;833618;Mujer;26;Primaria o secundaria;Resto;Hostelería;50-249;26;11;1016,6;1
11679;391246;Mujer;22;Primaria o secundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;10-49;18;13;502,6;1
11680;202849;Hombre;25;Primaria o secundaria;Cataluña;Hostelería;1-9;33;12;1018,5;0
11681;419577;Hombre;22;Primaria o secundaria;Andalucía;Industria y construcción;10-49;28;14;867,0;0
11682;572708;Mujer;22;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;10-49;17;10;906,1;1
11683;579371;Mujer;26;FP superior;C. Valenciana;Hostelería;1-9;49;11;1172,3;0
11684;396600;Mujer;18;Primaria o secundaria;Castilla y León;Industria y construcción;1-9;23;15;889,8;0
11685;520521;Hombre;21;Primaria o secundaria;Castilla y León;Servicios no de mercado;10-49;11;9;811,0;0
11686;243848;Hombre;24;Primaria o secundaria;Castilla-La Mancha;Industria y construcción;10-49;1;7;715,9;0
11687;696968;Hombre;22;Primaria o secundaria;C. Valenciana;Servicios no de mercado;1-9;6;10;801,3;1
11688;377690;Hombre;23;Postsecundaria;Castilla y León;Hostelería;10-49;1;13;714,5;0
11689;353250;Hombre;19;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;6;12;758,1;0
11690;413612;Hombre;18;Primaria o secundaria;Galicia;Servicios no de mercado;10-49;22;19;819,5;1
11691;650407;Mujer;24;Primaria o secundaria;Andalucía;Hostelería;50-249;33;12;833,4;1
11692;111733;Hombre;16;Primaria o secundaria;Galicia;Servicios no de mercado;1-9;36;15;682,4;0
11693;123644;Hombre;23;Postsecundaria;Resto;Servicios alta cualificación y comercio;10-49;14;11;759,6;0
11694;161587;Hombre;25;Primaria o secundaria;Resto;NA;1-9;15;5;820,1;1
11695;516310;Hombre;24;Primaria o secundaria;Castilla-La Mancha;Hostelería;10-49;20;12;936,7;0
11696;811486;Hombre;18;Postsecundaria;Galicia;Hostelería;250+;25;16;390,7;0
11697;235839;Mujer;25;Postsecundaria;Resto;Servicios no de mercado;10-49;50;16;709,3;0
11698;931148;Hombre;23;Primaria o secundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;10-49;10;11;906,3;1
11699;517489;Hombre;24;Postsecundaria;Andalucía;Servicios alta cualificación y comercio;250+;10;15;862,8;0
11700;657702;Hombre;23;Postsecundaria;Resto;Hostelería;1-9;21;18;833,5;1
11701;825202;Hombre;26;Primaria o secundaria;Andalucía;Industria y construcción;1-9;9;12;994,5;1
11702;852699;Hombre;20;Primaria o secundaria;Castilla-La Mancha;Industria y construcción;10-49;35;9;816,6;1
11703;329447;Mujer;23;Primaria o secundaria;Andalucía;Hostelería;250+;48;10;818,1;1
11704;519180;Hombre;22;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;44;6;871,5;1
11705;792012;Mujer;22;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;6;14;551,4;1
11706;973196;Hombre;18;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;1-9;25;11;707,7;1
11707;891283;Hombre;20;Primaria o secundaria;Resto;Hostelería;250+;27;13;763,4;1
11708;268979;Mujer;21;Primaria o secundaria;C. Valenciana;Servicios no de mercado;50-249;25;19;926,3;0
11709;235244;Hombre;35;Primaria o secundaria;Resto;Agricultura;10-49;42;9;1278,6;0
11710;639778;Hombre;27;Primaria o secundaria;Castilla y León;Servicios alta cualificación y comercio;1-9;12;5;849,5;0
11711;493851;Mujer;22;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;40;7;915,4;1
11712;854084;Mujer;19;Primaria o secundaria;Galicia;Servicios no de mercado;1-9;18;9;798,9;1
11713;918345;Hombre;22;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;1-9;4;14;792,3;0
11714;217347;Hombre;31;FP superior;Resto;Servicios no de mercado;1-9;23;12;1057,6;1
11715;414431;Mujer;25;Primaria o secundaria;Resto;Servicios no de mercado;10-49;45;10;848,2;1
11716;776300;Mujer;21;Primaria o secundaria;Resto;Servicios no de mercado;10-49;18;9;844,5;1
11717;234996;Hombre;27;Primaria o secundaria;Resto;Hostelería;10-49;4;14;937,2;0
11718;853854;Hombre;23;Primaria o secundaria;Castilla-La Mancha;Hostelería;250+;38;12;998,5;0
11719;811450;Mujer;21;Primaria o secundaria;Castilla y León;Servicios no de mercado;1-9;29;6;898,7;1
11720;249128;Mujer;22;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;13;5;845,1;0
11721;942466;Hombre;25;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;4;12;843,3;0
11722;253013;Hombre;21;Postsecundaria;Cataluña;Servicios no de mercado;10-49;7;20;798,5;0
11723;323906;Hombre;35;Primaria o secundaria;Cataluña;Hostelería;10-49;18;16;944,7;1
11724;452312;Hombre;18;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;42;11;690,9;0
11725;575312;Hombre;24;Primaria o secundaria;Andalucía;Servicios no de mercado;10-49;39;14;614,1;0
11726;366546;Mujer;26;FP superior;C. Valenciana;Servicios no de mercado;1-9;9;11;1100,1;0
11727;330310;Hombre;22;Postsecundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;50-249;19;16;976,3;0
11728;598667;Hombre;31;Postsecundaria;Castilla y León;Industria y construcción;10-49;24;17;1066,5;0
11729;779022;Mujer;23;Primaria o secundaria;Resto;Servicios no de mercado;250+;22;5;789,3;1
11730;287947;Mujer;23;Postsecundaria;Cataluña;Servicios alta cualificación y comercio;50-249;32;13;782,1;0
11731;447043;Hombre;25;Primaria o secundaria;C. Valenciana;Hostelería;1-9;29;11;780,9;1
11732;271506;Mujer;27;Primaria o secundaria;C. Valenciana;Hostelería;1-9;48;10;1186,1;0
11733;266829;Mujer;22;Postsecundaria;Resto;Servicios no de mercado;1-9;52;12;947,8;1
11734;950852;Hombre;28;Primaria o secundaria;Resto;Servicios no de mercado;10-49;6;11;907,9;1
11735;802455;Hombre;28;Primaria o secundaria;Resto;Servicios no de mercado;10-49;33;13;891,7;0
11736;322809;Mujer;23;Primaria o secundaria;Galicia;Servicios no de mercado;50-249;26;7;775,5;1
11737;474640;Mujer;27;Postsecundaria;Resto;Industria y construcción;50-249;19;20;1099,7;1
11738;347667;Hombre;21;Primaria o secundaria;C. Valenciana;Hostelería;10-49;27;11;761,1;0
11739;337386;Mujer;23;Postsecundaria;C. Valenciana;Servicios no de mercado;1-9;52;14;954,9;0
11740;641113;Hombre;24;Primaria o secundaria;Resto;Servicios no de mercado;10-49;4;12;665,1;1
11741;216286;Hombre;20;Primaria o secundaria;Galicia;Servicios no de mercado;50-249;7;19;865,8;0
11742;956014;Mujer;33;Primaria o secundaria;Madrid;Industria y construcción;1-9;45;7;1171,8;0
11743;866217;Hombre;25;Primaria o secundaria;Resto;Servicios no de mercado;1-9;31;13;915,3;1
11744;291631;Hombre;23;Primaria o secundaria;Resto;Hostelería;10-49;43;19;752,2;0
11745;212975;Mujer;21;Primaria o secundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;50-249;34;9;868,3;1
11746;703587;Hombre;22;Primaria o secundaria;Resto;Hostelería;10-49;33;14;1004,7;0
11747;747220;Mujer;18;FP superior;Madrid;Servicios alta cualificación y comercio;1-9;22;14;888,9;0
11748;931587;Hombre;17;Primaria o secundaria;Andalucía;Hostelería;1-9;11;8;626,8;0
11749;892664;Hombre;25;Primaria o secundaria;Resto;Agricultura;1-9;12;10;958,6;1
11750;760108;Hombre;25;Postsecundaria;País Vasco;Hostelería;1-9;23;13;838,9;0
11751;819096;Hombre;31;Primaria o secundaria;Madrid;Industria y construcción;50-249;24;12;1170,9;0
11752;387939;Mujer;18;Primaria o secundaria;Madrid;Hostelería;50-249;39;7;620,4;0
11753;373429;Hombre;24;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;43;5;817,2;1
11754;246884;Mujer;20;Primaria o secundaria;Cataluña;Servicios no de mercado;1-9;29;9;742,7;0
11755;984530;Mujer;24;Primaria o secundaria;Resto;Hostelería;1-9;16;15;755,4;0
11756;982281;Hombre;23;Postsecundaria;Resto;Agricultura;50-249;26;10;909,7;0
11757;438069;Mujer;26;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;1-9;44;10;990,5;1
11758;528699;Hombre;26;Primaria o secundaria;Galicia;Servicios no de mercado;1-9;28;11;812,8;1
11759;306756;Hombre;25;Postsecundaria;Cataluña;Servicios no de mercado;1-9;49;11;845,0;0
11760;729132;Hombre;20;Postsecundaria;Cataluña;Hostelería;1-9;46;19;906,2;0
11761;529349;Hombre;27;FP superior;Resto;Servicios no de mercado;10-49;46;14;1025,5;0
11762;108566;Hombre;25;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;1-9;37;12;900,6;0
11763;798728;Mujer;21;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;33;9;763,6;0
11764;728357;Mujer;27;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;1-9;26;12;958,0;0
11765;761942;Mujer;26;Primaria o secundaria;Galicia;Industria y construcción;1-9;36;13;1017,5;0
11766;663414;Mujer;27;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;10-49;33;17;779,5;0
11767;564967;Mujer;27;Primaria o secundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;1-9;3;17;942,4;1
11768;502834;Mujer;19;Primaria o secundaria;Andalucía;Hostelería;1-9;39;15;603,4;0
11769;340836;Mujer;25;Postsecundaria;Resto;Industria y construcción;1-9;20;16;857,0;0
11770;531203;Mujer;33;Primaria o secundaria;Resto;Servicios no de mercado;1-9;19;14;1127,0;1
11771;326496;Mujer;20;Postsecundaria;Andalucía;Servicios alta cualificación y comercio;1-9;32;12;899,3;1
11772;812011;Hombre;20;Primaria o secundaria;Madrid;Industria y construcción;1-9;47;11;754,6;0
11773;131215;Mujer;22;Primaria o secundaria;Galicia;Hostelería;50-249;23;13;813,5;0
11774;826514;Hombre;21;Primaria o secundaria;Resto;Hostelería;250+;10;13;854,0;0
11775;379547;Hombre;21;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;44;15;1010,3;0
11776;856210;Hombre;26;Primaria o secundaria;Resto;Industria y construcción;250+;45;13;965,1;0
11777;837013;Mujer;25;Primaria o secundaria;Resto;Servicios no de mercado;50-249;18;13;747,1;0
11778;847939;Mujer;22;Primaria o secundaria;País Vasco;Industria y construcción;1-9;46;9;951,3;0
11779;749482;Mujer;24;Primaria o secundaria;Castilla y León;Hostelería;50-249;32;10;914,7;0
11780;701054;Mujer;32;Primaria o secundaria;Castilla-La Mancha;Industria y construcción;50-249;36;9;1162,4;0
11781;243081;Hombre;20;Primaria o secundaria;Resto;Servicios alta cualificación y comercio;10-49;49;12;662,8;0
11782;821464;Hombre;20;FP superior;Cataluña;Industria y construcción;10-49;23;5;911,5;1
11783;100680;Hombre;27;Primaria o secundaria;C. Valenciana;Agricultura;10-49;8;13;911,8;0
11784;639159;Hombre;26;Primaria o secundaria;Andalucía;Hostelería;1-9;5;13;867,4;1
11785;542293;Mujer;23;Primaria o secundaria;Galicia;Servicios no de mercado;10-49;24;13;815,3;0
11786;579608;Hombre;26;Postsecundaria;Cataluña;Servicios alta cualificación y comercio;10-49;15;10;1144,9;1
11787;225471;Hombre;27;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;10-49;14;11;969,2;0
11788;785665;Hombre;16;Primaria o secundaria;Madrid;Hostelería;1-9;36;10;520,9;1
11789;620730;Mujer;27;Primaria o secundaria;Madrid;Industria y construcción;10-49;34;12;1007,6;0
11790;324450;Mujer;21;Primaria o secundaria;Cataluña;Hostelería;1-9;48;4;836,2;0
11791;370227;Hombre;19;Primaria o secundaria;Castilla y León;Servicios alta cualificación y comercio;10-49;31;11;728,3;0
11792;514363;Hombre;22;Primaria o secundaria;Resto;Industria y construcción;50-249;24;9;752,4;1
11793;571594;Hombre;24;Primaria o secundaria;Andalucía;Servicios alta cualificación y comercio;50-249;11;11;570,1;1
11794;479126;Mujer;23;Primaria o secundaria;Resto;Industria y construcción;10-49;44;9;846,5;0
11795;271214;Mujer;24;Primaria o secundaria;Castilla-La Mancha;Servicios alta cualificación y comercio;10-49;39;15;792,4;0
11796;189957;Mujer;21;Primaria o secundaria;Andalucía;Servicios no de mercado;50-249;32;8;727,8;1
11797;591044;Hombre;21;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;10-49;30;13;695,5;1
11798;969061;Mujer;20;Postsecundaria;Galicia;Hostelería;1-9;26;14;722,5;0
11799;862869;Mujer;21;Postsecundaria;Castilla y León;Servicios no de mercado;10-49;21;9;832,8;1
11800;492553;Hombre;26;Postsecundaria;Resto;Servicios no de mercado;1-9;38;8;1047,8;0
11801;703987;Hombre;27;Primaria o secundaria;Castilla y León;Servicios no de mercado;1-9;39;9;795,0;1
11802;604485;Hombre;24;Primaria o secundaria;Andalucía;Industria y construcción;50-249;19;14;800,4;0
11803;594630;Hombre;27;FP superior;Madrid;Hostelería;1-9;17;18;1094,4;1
11804;851967;Mujer;16;Primaria o secundaria;C. Valenciana;Servicios alta cualificación y comercio;10-49;24;9;670,2;1
11805;496884;Mujer;21;Primaria o secundaria;Cataluña;Industria y construcción;10-49;40;9;803,5;1
11806;714560;Mujer;18;Primaria o secundaria;Andalucía;Hostelería;1-9;52;15;716,8;1
11807;777310;Mujer;32;Primaria o secundaria;Resto;Industria y construcción;1-9;17;11;1146,4;0
11808;658547;Mujer;29;FP superior;Galicia;Industria y construcción;1-9;22;10;1107,2;0
11809;667388;Hombre;24;Primaria o secundaria;C. Valenciana;Industria y construcción;10-49;16;12;799,9;0
11810;447820;Hombre;23;Primaria o secundaria;Andalucía;Servicios no de mercado;50-249;45;13;851,4;0
11811;289438;Mujer;21;Primaria o secundaria;Resto;Hostelería;1-9;29;9;743,8;0
11812;302361;Hombre;19;Primaria o secundaria;Cataluña;Servicios alta cualificación y comercio;1-9;6;9;755,5;0
11813;286685;Mujer;21;Primaria o secundaria;Madrid;Hostelería;1-9;10;13;584,8;0
11814;876718;Hombre;29;Primaria o secundaria;Cataluña;Industria y construcción;1-9;47;13;1054,1;1
